,class,day,nswdemand,nswprice,period,transfer,vicdemand,vicprice
2569,1,0.539,0.133,0.044,0.106,0.167,0.235,0.003
2570,2,0.609,0.129,0.033,0.128,0.167,0.208,0.002
2571,2,0.635,0.132,0.029,0.149,0.167,0.197,0.002
2572,2,0.618,0.159,0.034,0.17,0.167,0.197,0.002
2573,1,0.711,0.197,0.043,0.191,0.167,0.22,0.003
2574,1,0.754,0.268,0.065,0.213,0.167,0.291,0.004
2575,1,0.638,0.355,0.082,0.234,0.167,0.362,0.005
2576,1,0.502,0.395,0.104,0.255,0.167,0.486,0.007
2577,1,0.384,0.457,0.115,0.277,0.167,0.572,0.008
2578,1,0.449,0.473,0.075,0.298,0.167,0.544,0.005
2579,1,0.42,0.491,0.075,0.319,0.167,0.549,0.005
2580,1,0.48,0.544,0.077,0.34,0.167,0.568,0.005
2581,1,0.473,0.57,0.075,0.362,0.167,0.554,0.005
2582,1,0.494,0.567,0.078,0.383,0.167,0.557,0.005
2583,1,0.489,0.562,0.076,0.404,0.167,0.565,0.005
2584,1,0.467,0.569,0.083,0.426,0.167,0.566,0.006
2585,1,0.471,0.572,0.085,0.447,0.167,0.57,0.006
2586,1,0.486,0.571,0.079,0.468,0.167,0.555,0.005
2587,1,0.507,0.569,0.088,0.489,0.167,0.553,0.006
2588,1,0.486,0.572,0.087,0.511,0.167,0.552,0.006
2589,1,0.498,0.564,0.089,0.532,0.167,0.556,0.006
2590,1,0.479,0.558,0.089,0.553,0.167,0.563,0.006
2591,1,0.487,0.55,0.086,0.574,0.167,0.549,0.006
2592,1,0.468,0.54,0.077,0.596,0.167,0.535,0.005
2593,1,0.468,0.539,0.076,0.617,0.167,0.529,0.005
2594,1,0.474,0.538,0.075,0.638,0.167,0.531,0.005
2595,1,0.477,0.534,0.075,0.66,0.167,0.534,0.005
2596,1,0.447,0.522,0.066,0.681,0.167,0.544,0.004
2597,1,0.45,0.519,0.075,0.702,0.167,0.555,0.005
2598,2,0.41,0.501,0.053,0.723,0.167,0.557,0.004
2599,2,0.364,0.474,0.044,0.745,0.167,0.528,0.003
2600,2,0.397,0.458,0.042,0.766,0.167,0.507,0.003
2601,2,0.289,0.475,0.042,0.787,0.167,0.515,0.003
2602,2,0.293,0.471,0.042,0.809,0.167,0.516,0.003
2603,2,0.306,0.449,0.042,0.83,0.167,0.512,0.003
2604,2,0.321,0.411,0.04,0.851,0.167,0.48,0.003
2605,2,0.324,0.374,0.037,0.872,0.167,0.45,0.003
2606,2,0.493,0.389,0.039,0.894,0.167,0.39,0.003
2607,2,0.505,0.396,0.033,0.915,0.167,0.346,0.002
2608,1,0.639,0.421,0.08,0.936,0.167,0.302,0.005
2609,2,0.626,0.442,0.043,0.957,0.167,0.297,0.003
2610,1,0.472,0.439,0.089,0.979,0.167,0.42,0.006
2611,1,0.474,0.418,0.08,1.0,0.167,0.445,0.005
2612,2,0.448,0.385,0.06,0.0,0.333,0.424,0.004
2613,2,0.465,0.33,0.054,0.021,0.333,0.4,0.004
2614,2,0.414,0.286,0.061,0.043,0.333,0.452,0.004
2615,2,0.426,0.246,0.049,0.064,0.333,0.43,0.003
2616,2,0.479,0.205,0.047,0.085,0.333,0.376,0.003
2617,2,0.547,0.18,0.043,0.106,0.333,0.333,0.003
2618,2,0.563,0.166,0.043,0.128,0.333,0.293,0.003
2619,2,0.558,0.158,0.042,0.149,0.333,0.278,0.003
2620,2,0.601,0.181,0.044,0.17,0.333,0.274,0.003
2621,2,0.65,0.221,0.051,0.191,0.333,0.304,0.003
2622,1,0.564,0.306,0.08,0.213,0.333,0.382,0.005
2623,1,0.55,0.381,0.096,0.234,0.333,0.479,0.006
2624,1,0.352,0.406,0.109,0.255,0.333,0.602,0.007
2625,1,0.239,0.464,0.148,0.277,0.333,0.717,0.01
2626,1,0.25,0.479,0.073,0.298,0.333,0.662,0.005
2627,1,0.237,0.489,0.068,0.319,0.333,0.653,0.005
2628,1,0.257,0.535,0.086,0.34,0.333,0.674,0.006
2629,1,0.304,0.554,0.089,0.362,0.333,0.656,0.006
2630,1,0.288,0.543,0.089,0.383,0.333,0.66,0.006
2631,1,0.279,0.526,0.073,0.404,0.333,0.662,0.005
2632,1,0.271,0.525,0.083,0.426,0.333,0.672,0.006
2633,1,0.293,0.525,0.076,0.447,0.333,0.664,0.005
2634,1,0.302,0.512,0.078,0.468,0.333,0.649,0.005
2635,1,0.306,0.506,0.083,0.489,0.333,0.645,0.006
2636,1,0.302,0.504,0.07,0.511,0.333,0.632,0.005
2637,2,0.222,0.492,0.051,0.532,0.333,0.629,0.004
2638,2,0.22,0.485,0.063,0.553,0.333,0.637,0.004
2639,2,0.196,0.476,0.049,0.574,0.333,0.625,0.003
2640,2,0.198,0.467,0.048,0.596,0.333,0.604,0.003
2641,2,0.193,0.469,0.048,0.617,0.333,0.597,0.003
2642,2,0.173,0.48,0.048,0.638,0.333,0.59,0.003
2643,2,0.174,0.48,0.048,0.66,0.333,0.593,0.003
2644,2,0.18,0.482,0.046,0.681,0.333,0.589,0.003
2645,2,0.195,0.489,0.051,0.702,0.333,0.576,0.004
2646,2,0.256,0.464,0.043,0.723,0.333,0.547,0.003
2647,2,0.309,0.465,0.042,0.745,0.333,0.523,0.003
2648,2,0.33,0.473,0.042,0.766,0.333,0.495,0.003
2649,2,0.302,0.502,0.043,0.787,0.333,0.514,0.003
2650,2,0.25,0.51,0.044,0.809,0.333,0.553,0.003
2651,2,0.231,0.493,0.047,0.83,0.333,0.564,0.003
2652,2,0.275,0.456,0.044,0.851,0.333,0.535,0.003
2653,2,0.298,0.414,0.042,0.872,0.333,0.495,0.003
2654,2,0.386,0.426,0.042,0.894,0.333,0.439,0.003
2655,2,0.464,0.429,0.04,0.915,0.333,0.38,0.003
2656,1,0.517,0.457,0.086,0.936,0.333,0.336,0.006
2657,2,0.502,0.473,0.045,0.957,0.333,0.326,0.003
2658,1,0.384,0.473,0.083,0.979,0.333,0.454,0.006
2659,1,0.511,0.457,0.082,1.0,0.333,0.462,0.006
2660,1,0.465,0.43,0.084,0.0,0.5,0.453,0.006
2661,2,0.443,0.379,0.06,0.021,0.5,0.431,0.004
2662,1,0.412,0.323,0.076,0.043,0.5,0.491,0.005
2663,2,0.428,0.273,0.059,0.064,0.5,0.462,0.004
2664,1,0.462,0.23,0.069,0.085,0.5,0.42,0.005
2665,2,0.526,0.205,0.05,0.106,0.5,0.363,0.003
2666,2,0.577,0.189,0.051,0.128,0.5,0.337,0.003
2667,2,0.613,0.189,0.051,0.149,0.5,0.317,0.003
2668,2,0.668,0.22,0.054,0.17,0.5,0.316,0.004
2669,1,0.661,0.264,0.075,0.191,0.5,0.353,0.005
2670,1,0.646,0.351,0.082,0.213,0.5,0.426,0.005
2671,1,0.522,0.446,0.178,0.234,0.5,0.514,0.012
2672,1,0.374,0.473,0.23,0.255,0.5,0.632,0.016
2673,1,0.27,0.519,0.394,0.277,0.5,0.738,0.027
2674,1,0.268,0.532,0.115,0.298,0.5,0.677,0.008
2675,1,0.277,0.519,0.09,0.319,0.5,0.656,0.006
2676,1,0.313,0.555,0.081,0.34,0.5,0.653,0.006
2677,2,0.317,0.568,0.064,0.362,0.5,0.63,0.004
2678,2,0.261,0.549,0.05,0.383,0.5,0.629,0.003
2679,2,0.233,0.528,0.044,0.404,0.5,0.619,0.003
2680,2,0.209,0.514,0.049,0.426,0.5,0.619,0.003
2681,2,0.234,0.508,0.045,0.447,0.5,0.604,0.003
2682,2,0.234,0.493,0.043,0.468,0.5,0.584,0.003
2683,2,0.229,0.487,0.043,0.489,0.5,0.571,0.003
2684,2,0.328,0.481,0.04,0.511,0.5,0.568,0.003
2685,2,0.328,0.478,0.042,0.532,0.5,0.571,0.003
2686,2,0.328,0.47,0.042,0.553,0.5,0.577,0.003
2687,2,0.328,0.465,0.042,0.574,0.5,0.562,0.003
2688,2,0.324,0.446,0.042,0.596,0.5,0.55,0.003
2689,2,0.324,0.456,0.044,0.617,0.5,0.541,0.003
2690,2,0.323,0.46,0.042,0.638,0.5,0.538,0.003
2691,2,0.323,0.461,0.042,0.66,0.5,0.543,0.003
2692,2,0.321,0.453,0.043,0.681,0.5,0.541,0.003
2693,2,0.321,0.46,0.044,0.702,0.5,0.531,0.003
2694,2,0.328,0.44,0.042,0.723,0.5,0.501,0.003
2695,2,0.378,0.447,0.041,0.745,0.5,0.468,0.003
2696,2,0.411,0.463,0.042,0.766,0.5,0.456,0.003
2697,2,0.375,0.501,0.043,0.787,0.5,0.467,0.003
2698,2,0.354,0.501,0.043,0.809,0.5,0.521,0.003
2699,2,0.354,0.483,0.043,0.83,0.5,0.527,0.003
2700,2,0.378,0.448,0.043,0.851,0.5,0.499,0.003
2701,2,0.372,0.42,0.041,0.872,0.5,0.475,0.003
2702,2,0.436,0.437,0.042,0.894,0.5,0.425,0.003
2703,2,0.479,0.428,0.036,0.915,0.5,0.374,0.002
2704,1,0.601,0.452,0.087,0.936,0.5,0.348,0.006
2705,2,0.549,0.471,0.044,0.957,0.5,0.339,0.003
2706,1,0.54,0.468,0.081,0.979,0.5,0.46,0.005
2707,1,0.549,0.454,0.08,1.0,0.5,0.471,0.005
2708,2,0.56,0.423,0.066,0.0,0.667,0.448,0.004
2709,2,0.519,0.37,0.056,0.021,0.667,0.42,0.004
2710,2,0.448,0.312,0.065,0.043,0.667,0.485,0.004
2711,2,0.484,0.264,0.05,0.064,0.667,0.451,0.003
2712,2,0.519,0.221,0.049,0.085,0.667,0.405,0.003
2713,2,0.536,0.191,0.048,0.106,0.667,0.357,0.003
2714,2,0.554,0.17,0.047,0.128,0.667,0.321,0.003
2715,2,0.569,0.175,0.047,0.149,0.667,0.3,0.003
2716,2,0.594,0.198,0.051,0.17,0.667,0.305,0.003
2717,1,0.571,0.24,0.071,0.191,0.667,0.336,0.005
2718,1,0.532,0.32,0.085,0.213,0.667,0.413,0.006
2719,1,0.54,0.407,0.137,0.234,0.667,0.494,0.009
2720,1,0.338,0.429,0.136,0.255,0.667,0.622,0.009
2721,1,0.175,0.479,0.14,0.277,0.667,0.706,0.01
2722,1,0.271,0.482,0.086,0.298,0.667,0.645,0.006
2723,1,0.252,0.466,0.074,0.319,0.667,0.619,0.005
2724,1,0.341,0.509,0.071,0.34,0.667,0.608,0.005
2725,1,0.314,0.536,0.085,0.362,0.667,0.59,0.006
2726,1,0.304,0.524,0.075,0.383,0.667,0.574,0.005
2727,2,0.261,0.507,0.05,0.404,0.667,0.567,0.003
2728,2,0.254,0.498,0.049,0.426,0.667,0.562,0.003
2729,2,0.25,0.495,0.045,0.447,0.667,0.555,0.003
2730,2,0.233,0.488,0.045,0.468,0.667,0.543,0.003
2731,2,0.25,0.479,0.044,0.489,0.667,0.538,0.003
2732,2,0.274,0.476,0.045,0.511,0.667,0.542,0.003
2733,2,0.272,0.472,0.052,0.532,0.667,0.547,0.004
2734,1,0.452,0.461,0.123,0.553,0.667,0.551,0.008
2735,1,0.439,0.449,0.156,0.574,0.667,0.549,0.011
2736,1,0.495,0.463,0.147,0.596,0.667,0.537,0.01
2737,1,0.414,0.467,0.088,0.617,0.667,0.528,0.006
2738,1,0.387,0.467,0.079,0.638,0.667,0.537,0.005
2739,2,0.311,0.468,0.061,0.66,0.667,0.534,0.004
2740,2,0.288,0.462,0.046,0.681,0.667,0.524,0.003
2741,2,0.255,0.472,0.042,0.702,0.667,0.523,0.003
2742,2,0.292,0.459,0.042,0.723,0.667,0.49,0.003
2743,2,0.335,0.458,0.042,0.745,0.667,0.449,0.003
2744,2,0.349,0.466,0.042,0.766,0.667,0.432,0.003
2745,2,0.35,0.495,0.043,0.787,0.667,0.434,0.003
2746,2,0.288,0.495,0.044,0.809,0.667,0.472,0.003
2747,2,0.307,0.479,0.045,0.83,0.667,0.474,0.003
2748,2,0.345,0.443,0.042,0.851,0.667,0.449,0.003
2749,2,0.383,0.415,0.041,0.872,0.667,0.416,0.003
2750,2,0.45,0.433,0.041,0.894,0.667,0.369,0.003
2751,2,0.496,0.439,0.038,0.915,0.667,0.324,0.003
2752,1,0.556,0.472,0.093,0.936,0.667,0.3,0.006
2753,2,0.518,0.483,0.051,0.957,0.667,0.293,0.003
2754,1,0.502,0.475,0.078,0.979,0.667,0.416,0.005
2755,2,0.507,0.456,0.066,1.0,0.667,0.419,0.004
2756,2,0.52,0.424,0.063,0.0,0.833,0.398,0.004
2757,2,0.505,0.365,0.057,0.021,0.833,0.374,0.004
2758,1,0.441,0.316,0.067,0.043,0.833,0.423,0.005
2759,2,0.428,0.265,0.05,0.064,0.833,0.405,0.003
2760,2,0.496,0.22,0.049,0.085,0.833,0.346,0.003
2761,2,0.56,0.194,0.046,0.106,0.833,0.302,0.003
2762,2,0.586,0.174,0.045,0.128,0.833,0.273,0.003
2763,2,0.626,0.178,0.044,0.149,0.833,0.248,0.003
2764,2,0.611,0.204,0.045,0.17,0.833,0.252,0.003
2765,2,0.664,0.246,0.056,0.191,0.833,0.279,0.004
2766,1,0.579,0.329,0.076,0.213,0.833,0.35,0.005
2767,1,0.59,0.408,0.094,0.234,0.833,0.429,0.006
2768,1,0.376,0.431,0.093,0.255,0.833,0.554,0.006
2769,1,0.257,0.488,0.099,0.277,0.833,0.625,0.007
2770,2,0.335,0.492,0.049,0.298,0.833,0.567,0.003
2771,2,0.346,0.503,0.05,0.319,0.833,0.547,0.003
2772,1,0.461,0.559,0.071,0.34,0.833,0.559,0.005
2773,1,0.439,0.577,0.066,0.362,0.833,0.559,0.004
2774,1,0.407,0.569,0.077,0.383,0.833,0.564,0.005
2775,2,0.383,0.557,0.054,0.404,0.833,0.56,0.004
2776,2,0.377,0.541,0.054,0.426,0.833,0.563,0.004
2777,2,0.361,0.536,0.052,0.447,0.833,0.564,0.004
2778,2,0.338,0.529,0.051,0.468,0.833,0.557,0.003
2779,2,0.348,0.518,0.048,0.489,0.833,0.546,0.003
2780,2,0.354,0.516,0.049,0.511,0.833,0.544,0.003
2781,2,0.327,0.505,0.045,0.532,0.833,0.536,0.003
2782,2,0.327,0.502,0.047,0.553,0.833,0.53,0.003
2783,2,0.347,0.481,0.045,0.574,0.833,0.52,0.003
2784,2,0.34,0.481,0.045,0.596,0.833,0.504,0.003
2785,2,0.341,0.48,0.044,0.617,0.833,0.491,0.003
2786,2,0.365,0.475,0.045,0.638,0.833,0.488,0.003
2787,2,0.326,0.482,0.047,0.66,0.833,0.494,0.003
2788,2,0.313,0.483,0.048,0.681,0.833,0.489,0.003
2789,2,0.302,0.494,0.048,0.702,0.833,0.497,0.003
2790,2,0.322,0.478,0.046,0.723,0.833,0.483,0.003
2791,2,0.39,0.472,0.043,0.745,0.833,0.458,0.003
2792,2,0.393,0.465,0.044,0.766,0.833,0.445,0.003
2793,2,0.38,0.458,0.043,0.787,0.833,0.43,0.003
2794,2,0.32,0.449,0.042,0.809,0.833,0.438,0.003
2795,2,0.367,0.437,0.043,0.83,0.833,0.439,0.003
2796,2,0.386,0.413,0.042,0.851,0.833,0.402,0.003
2797,2,0.434,0.379,0.041,0.872,0.833,0.376,0.003
2798,2,0.473,0.41,0.042,0.894,0.833,0.341,0.003
2799,2,0.516,0.432,0.043,0.915,0.833,0.308,0.003
2800,1,0.593,0.457,0.083,0.936,0.833,0.293,0.005
2801,1,0.564,0.477,0.058,0.957,0.833,0.293,0.004
2802,1,0.5,0.455,0.064,0.979,0.833,0.42,0.004
2803,1,0.496,0.449,0.059,1.0,0.833,0.419,0.004
2804,2,0.495,0.417,0.051,0.0,1.0,0.39,0.003
2805,2,0.521,0.355,0.053,0.021,1.0,0.349,0.004
2806,2,0.423,0.301,0.052,0.043,1.0,0.411,0.003
2807,2,0.461,0.248,0.045,0.064,1.0,0.371,0.003
2808,2,0.499,0.198,0.044,0.085,1.0,0.311,0.003
2809,2,0.532,0.168,0.043,0.106,1.0,0.264,0.003
2810,2,0.58,0.152,0.042,0.128,1.0,0.231,0.003
2811,2,0.592,0.145,0.04,0.149,1.0,0.211,0.003
2812,2,0.639,0.147,0.033,0.17,1.0,0.2,0.002
2813,2,0.619,0.158,0.043,0.191,1.0,0.206,0.003
2814,2,0.651,0.18,0.044,0.213,1.0,0.221,0.003
2815,2,0.647,0.219,0.048,0.234,1.0,0.245,0.003
2816,1,0.618,0.259,0.056,0.255,1.0,0.292,0.004
2817,1,0.611,0.327,0.075,0.277,1.0,0.335,0.005
2818,1,0.697,0.384,0.071,0.298,1.0,0.331,0.005
2819,1,0.621,0.427,0.088,0.319,1.0,0.351,0.006
2820,1,0.634,0.467,0.088,0.34,1.0,0.372,0.006
2821,1,0.655,0.47,0.086,0.362,1.0,0.367,0.006
2822,1,0.638,0.458,0.088,0.383,1.0,0.374,0.006
2823,1,0.621,0.45,0.071,0.404,1.0,0.366,0.005
2824,1,0.635,0.434,0.065,0.426,1.0,0.36,0.004
2825,1,0.646,0.426,0.075,0.447,1.0,0.36,0.005
2826,1,0.631,0.404,0.061,0.468,1.0,0.348,0.004
2827,1,0.607,0.393,0.076,0.489,1.0,0.342,0.005
2828,1,0.611,0.374,0.058,0.511,1.0,0.324,0.004
2829,2,0.63,0.361,0.051,0.532,1.0,0.314,0.003
2830,2,0.619,0.348,0.051,0.553,1.0,0.313,0.003
2831,2,0.613,0.335,0.049,0.574,1.0,0.296,0.003
2832,2,0.607,0.332,0.047,0.596,1.0,0.29,0.003
2833,2,0.627,0.328,0.051,0.617,1.0,0.281,0.003
2834,2,0.621,0.331,0.047,0.638,1.0,0.285,0.003
2835,2,0.597,0.353,0.055,0.66,1.0,0.303,0.004
2836,2,0.596,0.346,0.05,0.681,1.0,0.307,0.003
2837,1,0.597,0.377,0.067,0.702,1.0,0.322,0.004
2838,1,0.644,0.39,0.068,0.723,1.0,0.328,0.004
2839,1,0.707,0.401,0.063,0.745,1.0,0.327,0.004
2840,1,0.708,0.4,0.073,0.766,1.0,0.327,0.005
2841,1,0.676,0.403,0.064,0.787,1.0,0.34,0.004
2842,1,0.632,0.398,0.062,0.809,1.0,0.377,0.004
2843,1,0.61,0.384,0.059,0.83,1.0,0.382,0.004
2844,2,0.629,0.363,0.05,0.851,1.0,0.369,0.003
2845,2,0.612,0.339,0.043,0.872,1.0,0.339,0.003
2846,2,0.661,0.352,0.044,0.894,1.0,0.32,0.003
2847,2,0.664,0.35,0.043,0.915,1.0,0.29,0.003
2848,2,0.708,0.365,0.045,0.936,1.0,0.283,0.003
2849,2,0.645,0.349,0.043,0.957,1.0,0.281,0.003
2850,2,0.54,0.335,0.049,0.979,1.0,0.376,0.003
2851,2,0.526,0.299,0.044,1.0,1.0,0.38,0.003
2852,2,0.546,0.268,0.043,0.0,0.0,0.356,0.003
2853,2,0.568,0.233,0.043,0.021,0.0,0.331,0.003
2854,2,0.467,0.189,0.043,0.043,0.0,0.399,0.003
2855,2,0.536,0.161,0.043,0.064,0.0,0.371,0.003
2856,2,0.605,0.129,0.039,0.085,0.0,0.325,0.003
2857,2,0.672,0.114,0.041,0.106,0.0,0.281,0.003
2858,2,0.697,0.097,0.03,0.128,0.0,0.243,0.002
2859,2,0.728,0.089,0.026,0.149,0.0,0.212,0.002
2860,2,0.696,0.098,0.028,0.17,0.0,0.189,0.002
2861,2,0.697,0.101,0.026,0.191,0.0,0.177,0.002
2862,2,0.724,0.119,0.026,0.213,0.0,0.174,0.002
2863,2,0.695,0.14,0.035,0.234,0.0,0.168,0.002
2864,2,0.65,0.168,0.041,0.255,0.0,0.183,0.003
2865,2,0.679,0.224,0.042,0.277,0.0,0.222,0.003
2866,2,0.653,0.273,0.048,0.298,0.0,0.203,0.003
2867,1,0.714,0.32,0.059,0.319,0.0,0.207,0.004
2868,2,0.769,0.371,0.045,0.34,0.0,0.228,0.003
2869,2,0.782,0.388,0.044,0.362,0.0,0.237,0.003
2870,2,0.787,0.391,0.045,0.383,0.0,0.252,0.003
2871,2,0.745,0.382,0.044,0.404,0.0,0.247,0.003
2872,2,0.759,0.372,0.043,0.426,0.0,0.257,0.003
2873,2,0.736,0.367,0.044,0.447,0.0,0.25,0.003
2874,2,0.717,0.356,0.043,0.468,0.0,0.248,0.003
2875,2,0.737,0.341,0.043,0.489,0.0,0.232,0.003
2876,2,0.739,0.323,0.043,0.511,0.0,0.235,0.003
2877,2,0.723,0.303,0.043,0.532,0.0,0.218,0.003
2878,2,0.788,0.292,0.028,0.553,0.0,0.224,0.002
2879,2,0.827,0.276,0.027,0.574,0.0,0.227,0.002
2880,2,0.832,0.275,0.027,0.596,0.0,0.235,0.002
2881,2,0.607,0.266,0.038,0.617,0.0,0.21,0.002
2882,2,0.668,0.273,0.042,0.638,0.0,0.205,0.003
2883,2,0.742,0.282,0.037,0.66,0.0,0.224,0.002
2884,2,0.734,0.279,0.031,0.681,0.0,0.236,0.002
2885,2,0.759,0.296,0.039,0.702,0.0,0.259,0.002
2886,2,0.716,0.332,0.042,0.723,0.0,0.264,0.003
2887,1,0.736,0.357,0.043,0.745,0.0,0.263,0.003
2888,1,0.735,0.385,0.044,0.766,0.0,0.269,0.003
2889,1,0.735,0.434,0.06,0.787,0.0,0.294,0.004
2890,1,0.713,0.451,0.081,0.809,0.0,0.346,0.005
2891,1,0.716,0.447,0.076,0.83,0.0,0.364,0.005
2892,1,0.695,0.408,0.058,0.851,0.0,0.354,0.004
2893,1,0.661,0.374,0.047,0.872,0.0,0.326,0.003
2894,1,0.705,0.374,0.044,0.894,0.0,0.3,0.003
2895,1,0.722,0.364,0.043,0.915,0.0,0.263,0.003
2896,1,0.785,0.37,0.043,0.936,0.0,0.25,0.003
2897,1,0.715,0.35,0.043,0.957,0.0,0.237,0.003
2898,1,0.591,0.334,0.045,0.979,0.0,0.334,0.003
2899,1,0.605,0.305,0.043,1.0,0.0,0.34,0.003
2900,1,0.624,0.284,0.042,0.0,0.167,0.32,0.003
2901,2,0.608,0.253,0.042,0.021,0.167,0.302,0.003
2902,1,0.525,0.224,0.043,0.043,0.167,0.372,0.003
2903,1,0.581,0.192,0.044,0.064,0.167,0.354,0.003
2904,1,0.646,0.166,0.044,0.085,0.167,0.308,0.003
2905,2,0.709,0.147,0.037,0.106,0.167,0.277,0.002
2906,2,0.726,0.138,0.028,0.128,0.167,0.239,0.002
2907,2,0.739,0.147,0.035,0.149,0.167,0.231,0.002
2908,1,0.721,0.172,0.044,0.17,0.167,0.223,0.003
2909,1,0.724,0.22,0.044,0.191,0.167,0.237,0.003
2910,1,0.716,0.31,0.048,0.213,0.167,0.285,0.003
2911,1,0.661,0.407,0.067,0.234,0.167,0.351,0.004
2912,1,0.542,0.438,0.045,0.255,0.167,0.439,0.003
2913,1,0.572,0.5,0.079,0.277,0.167,0.506,0.005
2914,2,0.525,0.525,0.044,0.298,0.167,0.456,0.003
2915,2,0.525,0.517,0.044,0.319,0.167,0.444,0.003
2916,1,0.663,0.554,0.057,0.34,0.167,0.447,0.004
2917,1,0.606,0.568,0.052,0.362,0.167,0.44,0.003
2918,1,0.569,0.555,0.048,0.383,0.167,0.427,0.003
2919,2,0.571,0.535,0.044,0.404,0.167,0.423,0.003
2920,2,0.562,0.521,0.044,0.426,0.167,0.409,0.003
2921,2,0.592,0.514,0.044,0.447,0.167,0.409,0.003
2922,2,0.576,0.511,0.044,0.468,0.167,0.412,0.003
2923,2,0.595,0.509,0.044,0.489,0.167,0.402,0.003
2924,2,0.588,0.505,0.044,0.511,0.167,0.401,0.003
2925,2,0.586,0.498,0.044,0.532,0.167,0.398,0.003
2926,2,0.565,0.489,0.044,0.553,0.167,0.411,0.003
2927,2,0.579,0.48,0.044,0.574,0.167,0.409,0.003
2928,2,0.6,0.47,0.044,0.596,0.167,0.403,0.003
2929,2,0.607,0.471,0.043,0.617,0.167,0.398,0.003
2930,2,0.571,0.479,0.044,0.638,0.167,0.408,0.003
2931,2,0.536,0.482,0.044,0.66,0.167,0.414,0.003
2932,2,0.536,0.485,0.044,0.681,0.167,0.415,0.003
2933,2,0.605,0.508,0.044,0.702,0.167,0.416,0.003
2934,2,0.636,0.507,0.044,0.723,0.167,0.393,0.003
2935,2,0.654,0.507,0.044,0.745,0.167,0.359,0.003
2936,2,0.653,0.501,0.044,0.766,0.167,0.326,0.003
2937,2,0.65,0.523,0.044,0.787,0.167,0.317,0.003
2938,2,0.622,0.528,0.044,0.809,0.167,0.354,0.003
2939,2,0.645,0.507,0.045,0.83,0.167,0.366,0.003
2940,2,0.64,0.471,0.043,0.851,0.167,0.344,0.003
2941,2,0.618,0.425,0.041,0.872,0.167,0.326,0.003
2942,2,0.751,0.442,0.042,0.894,0.167,0.289,0.003
2943,2,0.732,0.446,0.041,0.915,0.167,0.263,0.003
2944,1,0.75,0.465,0.046,0.936,0.167,0.236,0.003
2945,1,0.757,0.483,0.045,0.957,0.167,0.241,0.003
2946,1,0.655,0.479,0.093,0.979,0.167,0.373,0.006
2947,1,0.661,0.464,0.063,1.0,0.167,0.385,0.004
2948,1,0.622,0.436,0.049,0.0,0.333,0.362,0.003
2949,2,0.604,0.38,0.046,0.021,0.333,0.32,0.003
2950,1,0.611,0.328,0.052,0.043,0.333,0.382,0.003
2951,2,0.663,0.277,0.045,0.064,0.333,0.347,0.003
2952,2,0.753,0.225,0.041,0.085,0.333,0.302,0.003
2953,2,0.756,0.198,0.042,0.106,0.333,0.262,0.003
2954,2,0.796,0.18,0.028,0.128,0.333,0.227,0.002
2955,2,0.806,0.173,0.031,0.149,0.333,0.212,0.002
2956,2,0.793,0.2,0.036,0.17,0.333,0.198,0.002
2957,2,0.85,0.246,0.039,0.191,0.333,0.193,0.002
2958,2,0.832,0.34,0.044,0.213,0.333,0.213,0.003
2959,1,0.844,0.435,0.069,0.234,0.333,0.242,0.003
2960,2,0.742,0.455,0.026,0.255,0.333,0.263,0.002
2961,1,0.722,0.509,0.048,0.277,0.333,0.309,0.003
2962,2,0.715,0.517,0.043,0.298,0.333,0.263,0.003
2963,2,0.719,0.513,0.043,0.319,0.333,0.263,0.003
2964,2,0.72,0.55,0.044,0.34,0.333,0.272,0.003
2965,2,0.698,0.552,0.044,0.362,0.333,0.274,0.003
2966,2,0.708,0.541,0.043,0.383,0.333,0.268,0.003
2967,2,0.698,0.519,0.043,0.404,0.333,0.279,0.003
2968,2,0.708,0.51,0.043,0.426,0.333,0.281,0.003
2969,2,0.728,0.502,0.043,0.447,0.333,0.276,0.003
2970,2,0.726,0.485,0.043,0.468,0.333,0.28,0.003
2971,2,0.719,0.478,0.043,0.489,0.333,0.269,0.003
2972,2,0.69,0.473,0.043,0.511,0.333,0.27,0.003
2973,2,0.704,0.462,0.043,0.532,0.333,0.267,0.003
2974,2,0.707,0.458,0.043,0.553,0.333,0.266,0.003
2975,2,0.703,0.443,0.042,0.574,0.333,0.263,0.003
2976,2,0.69,0.422,0.039,0.596,0.333,0.26,0.002
2977,2,0.684,0.424,0.041,0.617,0.333,0.261,0.003
2978,2,0.656,0.442,0.043,0.638,0.333,0.277,0.003
2979,2,0.647,0.445,0.043,0.66,0.333,0.282,0.003
2980,2,0.643,0.436,0.043,0.681,0.333,0.299,0.003
2981,2,0.649,0.438,0.043,0.702,0.333,0.303,0.003
2982,2,0.664,0.406,0.042,0.723,0.333,0.294,0.003
2983,2,0.698,0.417,0.043,0.745,0.333,0.276,0.003
2984,2,0.72,0.423,0.043,0.766,0.333,0.259,0.003
2985,2,0.679,0.456,0.043,0.787,0.333,0.269,0.003
2986,2,0.614,0.465,0.044,0.809,0.333,0.301,0.003
2987,2,0.631,0.456,0.044,0.83,0.333,0.316,0.003
2988,2,0.663,0.417,0.043,0.851,0.333,0.299,0.003
2989,2,0.664,0.386,0.035,0.872,0.333,0.274,0.002
2990,2,0.749,0.406,0.037,0.894,0.333,0.237,0.002
2991,2,0.741,0.416,0.042,0.915,0.333,0.211,0.003
